city,rank,total_score,life_quality,family_score,cost,internet,fun,air,crime,racism,Education,income,speak_english,walkability,traffic_safety,happiness,nightlife,free_wifi,coworking_places,ac_heating,foreigner frendly,speech_freedom,female_frendly,lgbtq_plus_friendly,startup_score,lat,long,country,continent
Tijuana,461,3.2,3.0,3.0,1106.0,12.0,5.0,14.0,2.0,3.0,3.0,704.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,5.0,2.0,32.5010188,-116.964662, Mexico,north_america
Kosice,462,3.2,3.0,3.0,1559.0,28.0,4.0,51.0,5.0,3.0,4.0,1374.0,3.0,5.0,3.0,4.0,2.0,3.0,5.0,3.0,3.0,5.0,4.0,2.0,3.0,48.7172272,21.2496774, Slovakia,europe
Santo Domingo,463,3.2,3.0,2.0,1549.0,10.0,5.0,51.0,2.0,4.0,3.0,560.0,2.0,5.0,2.0,3.0,3.0,2.0,5.0,3.0,4.0,4.0,3.0,2.0,2.0,18.4801972,-69.942111, Dominican Republic,north_america
Pensacola FL,464,3.2,3.0,3.0,3163.0,43.0,3.0,34.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,5.0,3.0,30.421309,-87.2169149, United States,north_america
Oregon City OR,465,3.2,4.0,4.0,3229.0,61.0,3.0,21.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,45.3573429,-122.6067583, United States,north_america
Oulu,466,3.2,4.0,4.0,2688.0,27.0,2.0,54.0,4.0,4.0,4.0,3612.0,4.0,5.0,3.0,5.0,2.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,65.0118734,25.4716809, Finland,europe
Banff,467,3.2,4.0,4.0,3348.0,48.0,3.0,54.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,51.1777781,-115.5682504, Canada,north_america
Fukuoka,468,3.2,4.0,3.0,2454.0,32.0,5.0,57.0,5.0,3.0,4.0,3220.0,2.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,2.0,4.0,4.0,3.0,2.0,33.6251241,130.6180016, Japan,asia
Beacon NY,469,3.2,3.0,3.0,3198.0,32.0,3.0,19.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,41.504879,-73.9696822, United States,north_america
Bandar Seri Begawan,470,3.2,3.0,2.0,1203.0,4.0,2.0,19.0,5.0,2.0,3.0,2245.0,2.0,3.0,3.0,4.0,2.0,3.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,4.8895453,114.9417574, Brunei,asia
Bethlehem PA,471,3.2,3.0,3.0,3095.0,55.0,3.0,35.0,4.0,3.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,5.0,3.0,-1.45056,-48.4682453, Brazil,south_america
Hoover AL,472,3.2,4.0,3.0,3161.0,42.0,3.0,31.0,4.0,3.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,5.0,3.0,40.2336347,-76.8245353, United States,north_america
Kaunas,473,3.2,3.0,3.0,2012.0,45.0,3.0,54.0,3.0,4.0,4.0,1226.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,4.0,2.0,3.0,54.8982139,23.9044817, Lithuania,europe
Bloomington IN,474,3.2,3.0,3.0,3191.0,57.0,3.0,34.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,2.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,39.1670396,-86.5342881, United States,north_america
Reykjavik,475,3.2,4.0,4.0,4417.0,27.0,3.0,57.0,5.0,5.0,4.0,5081.0,4.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,64.145981,-21.9422367, Iceland,europe
Waterloo IA,476,3.0,4.0,4.0,3852.0,48.0,3.0,26.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,42.4979693,-92.3329637, United States,north_america
Longview TX,477,3.2,3.0,3.0,3150.0,38.0,3.0,16.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,32.5007031,-94.74049, United States,north_america
Park City UT,478,3.2,3.0,3.0,3101.0,45.0,3.0,25.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,40.6460635,-111.4979741, United States,north_america
Tampere,479,3.2,4.0,3.0,3325.0,30.0,4.0,24.0,4.0,4.0,4.0,3612.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,61.4980214,23.7603118, Finland,europe
Cavtat,480,3.2,3.0,3.0,2315.0,18.0,4.0,24.0,5.0,3.0,4.0,1013.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,42.5814314,18.2177461, Croatia,europe
Tirupur,481,3.2,3.0,2.0,683.0,12.0,2.0,72.0,4.0,3.0,2.0,142.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,3.0,2.0,2.0,2.0,11.127834,77.3415747, India,asia
Grenoble,482,3.2,4.0,3.0,2974.0,27.0,3.0,32.0,4.0,3.0,4.0,3069.0,3.0,5.0,3.0,4.0,2.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,45.1875602,5.7357819, France,europe
The Hague,483,3.2,4.0,4.0,3622.0,31.0,4.0,31.0,5.0,4.0,4.0,3813.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,52.0799838,4.3113461, Netherlands,europe
Bossier City LA,484,3.2,3.0,3.0,2764.0,82.0,3.0,35.0,4.0,3.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,5.0,4.0,2.0,5.0,3.0,32.5369356,-93.6952689, United States,north_america
Udon Thani,486,3.2,3.0,2.0,875.0,20.0,2.0,35.0,4.0,2.0,3.0,493.0,2.0,2.0,2.0,4.0,2.0,2.0,5.0,2.0,4.0,3.0,2.0,4.0,2.0,17.5211917,102.6680012, Thailand,asia
North Little Rock AR,487,3.1,4.0,3.0,2973.0,41.0,3.0,37.0,4.0,4.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,5.0,3.0,34.769536,-92.2670941, United States,north_america
Johor Bahru,488,3.1,3.0,3.0,995.0,17.0,2.0,55.0,4.0,4.0,3.0,792.0,3.0,5.0,2.0,4.0,2.0,2.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,1.4728119,103.7642651, Malaysia,asia
La Paz,489,3.1,3.0,2.0,947.0,6.0,3.0,165.0,2.0,4.0,3.0,259.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,5.0,4.0,3.0,2.0,2.0,2.0,-16.4955455,-68.1336229, Bolivia,south_america
Thiruvananthapuram,490,3.1,3.0,2.0,904.0,7.0,3.0,60.0,4.0,3.0,2.0,142.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,8.5241122,76.9360573, India,asia
Jena,491,3.1,4.0,3.0,2553.0,32.0,3.0,60.0,5.0,4.0,4.0,3538.0,4.0,5.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,5.0,5.0,5.0,3.0,50.9281717,11.5879359, Germany,europe
Chiang Rai,492,3.1,3.0,2.0,1029.0,24.0,2.0,57.0,4.0,3.0,3.0,493.0,2.0,5.0,2.0,4.0,3.0,3.0,5.0,3.0,5.0,3.0,3.0,2.0,2.0,19.7589517,99.6734592, Thailand,asia
Coimbatore,493,3.1,3.0,2.0,1127.0,10.0,3.0,95.0,4.0,2.0,2.0,142.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,11.0018115,76.9628425, India,asia
Topeka KS,494,3.1,3.0,3.0,3075.0,41.0,3.0,36.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,39.049011,-95.677556, United States,north_america
Manchester NH,495,3.3,4.0,4.0,3155.0,26.0,4.0,33.0,5.0,5.0,4.0,3354.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,42.9956397,-71.4547891, United States,north_america
Kathmandu,496,3.1,3.0,3.0,613.0,8.0,5.0,86.0,4.0,5.0,2.0,60.0,3.0,5.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,3.0,3.0,3.0,3.0,27.708317,85.3205817, Nepal,asia
Luxor,497,3.1,3.0,2.0,741.0,7.0,4.0,86.0,4.0,3.0,3.0,235.0,2.0,5.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,25.702096,32.647186, Egypt,africa
Tunis,498,3.1,3.0,2.0,1112.0,5.0,5.0,23.0,4.0,3.0,3.0,305.0,2.0,5.0,2.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,2.0,2.0,2.0,33.8439408,9.400138, Tunisia,africa
Cartagena,499,3.1,3.0,2.0,1376.0,11.0,5.0,23.0,1.0,2.0,3.0,484.0,2.0,5.0,2.0,4.0,4.0,3.0,5.0,2.0,5.0,3.0,2.0,5.0,2.0,37.6019353,-0.9841152, Spain,europe
Medan Sumatra,500,3.1,3.0,2.0,887.0,9.0,3.0,23.0,5.0,2.0,3.0,298.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,3.5896654,98.6738261, Indonesia,asia
Belo Horizonte,501,3.1,3.0,3.0,832.0,13.0,2.0,23.0,1.0,4.0,3.0,721.0,2.0,5.0,2.0,4.0,3.0,2.0,5.0,2.0,4.0,3.0,2.0,5.0,2.0,-19.9227318,-43.9450948, Brazil,south_america
San Luis Potosi,502,3.1,3.0,2.0,1085.0,11.0,2.0,23.0,2.0,3.0,3.0,704.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,22.5000001,-100.4949145, Mexico,north_america
Bar,503,3.1,3.0,3.0,1773.0,24.0,3.0,84.0,4.0,3.0,4.0,580.0,2.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0,5.0,3.0,2.0,3.0,2.0,48.4088704,7.4492808, France,europe
Oslo,504,3.1,4.0,4.0,4708.0,47.0,4.0,18.0,5.0,4.0,5.0,5885.0,4.0,2.0,3.0,5.0,3.0,3.0,5.0,2.0,4.0,5.0,4.0,5.0,3.0,59.9133301,10.7389701, Norway,europe
Thrissur,505,3.1,3.0,2.0,1056.0,8.0,4.0,18.0,4.0,3.0,2.0,142.0,3.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,10.5256264,76.2132542, India,asia
Kolkata,506,3.1,3.0,2.0,714.0,10.0,3.0,85.0,4.0,2.0,2.0,142.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,3.0,3.0,2.0,2.0,22.5414185,88.35769124388872, India,asia
Fes,507,3.1,3.0,2.0,1742.0,8.0,4.0,112.0,4.0,4.0,2.0,245.0,2.0,5.0,2.0,3.0,2.0,3.0,5.0,3.0,4.0,3.0,2.0,2.0,2.0,34.0346534,-5.0161926, Morocco,africa
Pokhara,508,3.1,3.0,3.0,641.0,8.0,5.0,40.0,4.0,4.0,2.0,60.0,3.0,5.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,28.209538,83.991402, Nepal,asia
San Juan del Sur,509,3.1,3.0,2.0,1420.0,9.0,4.0,40.0,2.0,2.0,2.0,179.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,5.0,4.0,3.0,3.0,2.0,11.2536716,-85.8709492, Nicaragua,north_america
Uberlandia,510,3.1,3.0,3.0,995.0,13.0,2.0,40.0,1.0,3.0,3.0,721.0,2.0,5.0,2.0,4.0,3.0,2.0,5.0,2.0,3.0,3.0,2.0,5.0,2.0,-18.9188041,-48.2767837, Brazil,south_america
Casper WY,511,3.1,3.0,3.0,3281.0,43.0,3.0,40.0,4.0,5.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,5.0,2.0,3.0,4.0,3.0,5.0,3.0,39.4632037,-75.7079641, United States,north_america
Greensboro NC,512,3.1,3.0,3.0,2898.0,47.0,3.0,32.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,36.0726355,-79.7919754, United States,north_america
Charleston SC,513,3.1,4.0,4.0,3554.0,35.0,3.0,33.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,32.7876012,-79.9402728, United States,north_america
San Pedro de Atacama,514,3.1,3.0,3.0,1873.0,19.0,2.0,33.0,4.0,4.0,4.0,1150.0,2.0,5.0,3.0,4.0,3.0,2.0,4.0,5.0,4.0,4.0,2.0,2.0,2.0,-22.910832,-68.2001376, Chile,south_america
Grand Island NE,515,3.1,3.0,3.0,3258.0,50.0,3.0,24.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,40.924271,-98.338685, United States,north_america
Liberia,516,3.1,3.0,3.0,1271.0,9.0,3.0,24.0,2.0,2.0,3.0,985.0,2.0,3.0,3.0,5.0,3.0,4.0,2.0,2.0,4.0,5.0,2.0,5.0,2.0,5.7499721,-9.3658524, Liberia,africa
Benin City,517,3.1,3.0,2.0,1390.0,4.0,2.0,24.0,3.0,3.0,2.0,181.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,6.3330586,5.6221058, Nigeria,africa
Almere,518,3.1,4.0,4.0,3314.0,73.0,3.0,7.0,5.0,4.0,4.0,3813.0,5.0,5.0,3.0,5.0,3.0,4.0,2.0,2.0,3.0,5.0,4.0,5.0,3.0,52.3657098,5.2210432, Netherlands,europe
Rogers AR,519,3.1,3.0,3.0,3037.0,48.0,3.0,40.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,36.3320197,-94.1185366, United States,north_america
Aurora IL,520,3.1,4.0,3.0,3256.0,58.0,3.0,25.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,41.7571701,-88.3147539, United States,north_america
Nanaimo,521,3.1,4.0,4.0,3228.0,25.0,2.0,15.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,49.163877,-123.938122, Canada,north_america
Lethbridge,522,3.1,4.0,4.0,3663.0,25.0,5.0,22.0,4.0,5.0,4.0,3513.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,49.694285,-112.851562, Canada,north_america
Colorado Springs CO,523,3.1,3.0,3.0,3456.0,38.0,3.0,22.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,38.8339578,-104.8253485, United States,north_america
Sheffield,524,3.1,4.0,3.0,3448.0,23.0,3.0,30.0,5.0,3.0,4.0,3354.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,53.3806626,-1.4702278, United Kingdom,europe
Fayetteville NC,525,3.1,4.0,4.0,2905.0,43.0,3.0,31.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,3.0,35.0525759,-78.878292, United States,north_america
Duluth MN,526,3.1,3.0,3.0,3285.0,35.0,3.0,30.0,4.0,4.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,46.7729322,-92.1251218, United States,north_america
Brazzaville,527,3.1,3.0,2.0,1524.0,0.0,2.0,30.0,2.0,2.0,2.0,126.0,3.0,5.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,-4.2694407,15.2712256, Congo-Brazzaville,Check_continent
Tallahassee FL,528,3.1,3.0,3.0,2835.0,50.0,3.0,37.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,5.0,3.0,30.4380832,-84.2809332, United States,north_america
Santa Rosa CA,529,3.1,3.0,3.0,3080.0,41.0,3.0,22.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,5.0,3.0,38.4404925,-122.7141049, United States,north_america
Malacca,530,3.1,3.0,3.0,1169.0,18.0,3.0,40.0,4.0,2.0,3.0,792.0,3.0,5.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.3293744,102.2880962, Malaysia,asia
Ao Nang,531,3.1,3.0,2.0,1326.0,20.0,3.0,42.0,4.0,2.0,3.0,493.0,2.0,3.0,2.0,4.0,2.0,2.0,5.0,2.0,4.0,3.0,3.0,2.0,2.0,8.034499199999999,98.81788050252146, Thailand,asia
Caye Caulker,532,3.1,3.0,3.0,2729.0,19.0,4.0,42.0,1.0,2.0,3.0,395.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,17.7395201,-88.03365155356477, Belize,north_america
Henderson NV,534,3.1,4.0,3.0,3168.0,56.0,3.0,23.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,5.0,3.0,36.0301134,-114.9826194, United States,north_america
Grand Rapids MI,535,3.1,4.0,3.0,3720.0,59.0,3.0,32.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,5.0,3.0,42.9632405,-85.6678639, United States,north_america
Santa Maria CA,536,3.1,4.0,3.0,3186.0,73.0,3.0,27.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,34.9531295,-120.4358577, United States,north_america
Temple TX,537,3.1,3.0,3.0,3345.0,62.0,3.0,27.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,2.0,5.0,3.0,31.098207,-97.3427847, United States,north_america
Hull,538,3.1,4.0,3.0,2974.0,23.0,3.0,31.0,5.0,3.0,4.0,3354.0,5.0,5.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,53.7435722,-0.3394758, United Kingdom,europe
Lynchburg VA,539,3.1,3.0,3.0,3335.0,36.0,3.0,55.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,37.4137536,-79.1422464, United States,north_america
Pocatello ID,540,3.1,4.0,3.0,3389.0,40.0,3.0,21.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,42.8620287,-112.450627, United States,north_america
Campo Grande,541,3.1,3.0,3.0,1033.0,13.0,3.0,21.0,1.0,3.0,3.0,721.0,2.0,5.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,2.0,-20.4640173,-54.6162947, Brazil,south_america
Ann Arbor MI,542,3.1,3.0,3.0,3411.0,64.0,2.0,32.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,42.2681569,-83.7312291, United States,north_america
Dusseldorf,543,3.1,4.0,4.0,3107.0,26.0,2.0,11.0,5.0,4.0,4.0,3538.0,3.0,5.0,3.0,4.0,3.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,51.2254018,6.7763137, Germany,europe
Jyvaskyla,544,3.1,4.0,3.0,3013.0,32.0,2.0,52.0,4.0,4.0,4.0,3612.0,4.0,5.0,3.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,62.2393002,25.745951, Finland,europe
La Paz,545,3.1,3.0,2.0,947.0,6.0,3.0,165.0,2.0,4.0,3.0,259.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,5.0,4.0,3.0,2.0,2.0,2.0,-16.4955455,-68.1336229, Bolivia,south_america
Jackson TN,546,3.1,3.0,3.0,3142.0,31.0,3.0,38.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,4.0,5.0,3.0,35.6144446,-88.8177418, United States,north_america
Weston FL,547,3.1,4.0,3.0,3308.0,65.0,3.0,38.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,4.0,5.0,3.0,33.53634065,-79.04161776887568, United States,north_america
Dahab,548,3.1,3.0,2.0,1019.0,9.0,2.0,38.0,4.0,3.0,3.0,235.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,28.4963633,34.5145652, Egypt,africa
Shreveport LA,549,3.1,3.0,3.0,2903.0,72.0,3.0,35.0,4.0,3.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,5.0,3.0,33.4201744,-96.572744, United States,north_america
Kunming,550,3.1,3.0,2.0,1608.0,1.0,2.0,71.0,5.0,2.0,3.0,677.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,24.8843019,102.8324209, China,asia
Missoula MT,551,3.1,3.0,3.0,3296.0,32.0,3.0,27.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,5.0,3.0,46.8701049,-113.995267, United States,north_america
Naha Okinawa,552,3.1,4.0,3.0,2758.0,23.0,4.0,32.0,5.0,3.0,4.0,3220.0,2.0,5.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,26.2122345,127.6791452, Japan,asia
Antofagasta,553,3.1,3.0,3.0,1610.0,12.0,2.0,40.0,4.0,4.0,4.0,1150.0,2.0,5.0,3.0,4.0,3.0,2.0,2.0,5.0,5.0,4.0,2.0,2.0,2.0,-23.6463741,-70.3980033, Chile,south_america
Port Elizabeth,554,3.1,3.0,3.0,1657.0,12.0,3.0,40.0,1.0,3.0,3.0,425.0,5.0,5.0,2.0,2.0,2.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,-33.9617051,25.6207519, South Africa,africa
Barrie,555,3.1,4.0,4.0,3242.0,25.0,2.0,51.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,44.3893113,-79.6901736, Canada,north_america
Izhevsk,556,3.1,3.0,2.0,1268.0,18.0,2.0,51.0,2.0,2.0,4.0,721.0,2.0,3.0,2.0,3.0,3.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,2.0,56.866557,53.2094166, Russia,europe
Freetown,557,3.1,2.0,2.0,1734.0,2.0,2.0,51.0,4.0,2.0,1.0,41.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,8.479004,-13.26795, Sierra Leone,africa
Champaign IL,558,3.1,3.0,3.0,3287.0,56.0,3.0,32.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,5.0,3.0,40.1164841,-88.2430932, United States,north_america
Ko Phi Phi,559,3.1,3.0,2.0,1375.0,19.0,2.0,42.0,4.0,2.0,3.0,493.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,7.7382813,98.7709086, Thailand,asia
Isla Mujeres,560,3.1,3.0,3.0,1910.0,25.0,3.0,42.0,2.0,3.0,3.0,704.0,2.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,2.0,3.0,5.0,2.0,21.2321047,-86.73222812171971, Mexico,north_america
Baku,561,3.1,3.0,2.0,1143.0,5.0,3.0,42.0,4.0,3.0,3.0,324.0,2.0,5.0,3.0,3.0,2.0,2.0,5.0,3.0,4.0,2.0,2.0,2.0,2.0,40.16399915,50.27770925520258, Azerbaijan,asia
Fort Lauderdale FL,562,3.1,4.0,4.0,4161.0,32.0,4.0,25.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,26.1223084,-80.1433786, United States,north_america
Arrecife Lanzarote,563,3.1,4.0,3.0,2504.0,23.0,3.0,37.0,5.0,3.0,4.0,2225.0,2.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,5.0,2.0,28.9735712,-13.527875, Spain,europe
Puerto del Rosario Fuerteventura,564,3.1,4.0,3.0,2291.0,57.0,4.0,33.0,5.0,3.0,4.0,2225.0,3.0,5.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,28.5035739,-13.8467899, Spain,europe
Rockford IL,565,3.1,3.0,3.0,3123.0,54.0,3.0,33.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,42.2713945,-89.093966, United States,north_america
Nairobi,566,3.1,3.0,3.0,1181.0,10.0,3.0,29.0,3.0,4.0,2.0,121.0,4.0,5.0,2.0,2.0,4.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,-1.2832533,36.8172449, Kenya,africa
Guatemala City,567,3.1,3.0,2.0,1040.0,7.0,3.0,151.0,1.0,3.0,2.0,346.0,2.0,3.0,3.0,4.0,2.0,2.0,5.0,2.0,4.0,3.0,2.0,2.0,2.0,14.6222328,-90.5185188, Guatemala,north_america
Padova,568,3.1,4.0,3.0,2496.0,16.0,4.0,97.0,5.0,2.0,4.0,2607.0,4.0,5.0,3.0,3.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,45.4077172,11.8734455, Italy,europe
Hermosillo,569,3.1,3.0,2.0,1143.0,12.0,3.0,97.0,2.0,3.0,3.0,704.0,2.0,5.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,2.0,3.0,5.0,2.0,29.0948207,-110.9692202, Mexico,north_america
Allentown PA,570,3.1,3.0,3.0,3308.0,65.0,3.0,29.0,4.0,3.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,5.0,5.0,4.0,4.0,5.0,3.0,40.6022059,-75.4712794, United States,north_america
Rocky Mount NC,571,3.1,4.0,3.0,3434.0,47.0,3.0,29.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,5.0,5.0,4.0,4.0,5.0,3.0,35.9423833,-77.7956949, United States,north_america
